geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.002G196100	0	0.1	0.22	0.11	3.69	0.32	0	0	0	45.5	0.33	0.15	1.53	0.58	0.11
phavu.G19833.gnm1.ann1.Phvul.002G196200	22.03	0.06	17.7	1.29	0.12	0.35	0.15	4	10.73	0.25	0.29	0.13	14.41	59.93	1.42
phavu.G19833.gnm1.ann1.Phvul.002G196300	10.89	4.69	4.07	8.11	5.88	4.85	5.24	0.83	0.16	7.46	6.91	5.02	6.36	4.26	3.08
phavu.G19833.gnm1.ann1.Phvul.002G196400	14267.77	15054.34	3200.33	4189.29	6709.54	4149.87	9335.81	1336.82	2825.49	1141.62	324.73	279.18	17.77	2.66	4.43
phavu.G19833.gnm1.ann1.Phvul.002G196500	75.96	62.66	58.09	78.49	69.48	26	49.39	29.28	56.52	98.48	82.9	58.23	52.32	33.48	52.53
phavu.G19833.gnm1.ann1.Phvul.002G196600	4.25	3.67	3.83	4.16	7.54	1.85	2.78	2.82	3.27	2.86	2.44	1.33	3.78	3.21	2.92
phavu.G19833.gnm1.ann1.Phvul.002G196700	2.85	1.09	0.75	1.71	1.2	0.95	0.95	0.54	0.74	1.32	0.75	0.5	0.96	0.45	0.63
phavu.G19833.gnm1.ann1.Phvul.002G196800	37.4	1.08	16	20.91	5.56	6	1.76	4.58	12.42	2.78	1.53	0.74	5.81	17.38	1.56
phavu.G19833.gnm1.ann1.Phvul.002G196900	13.78	4.1	6.89	9.7	5.24	6.62	6.28	1.42	1.81	2.98	1.74	0.76	4.31	1.64	2.19
phavu.G19833.gnm1.ann1.Phvul.002G197000	0.86	0.36	1.74	1.38	1.6	0.64	1.64	1.15	3.73	1.3	0.7	0.55	1.04	1.52	1.96
phavu.G19833.gnm1.ann1.Phvul.002G197100	4.55	0.46	2.47	5.41	10.33	2.6	2.53	0.84	1.69	5.99	10.45	6.97	5.11	2.22	1.93
phavu.G19833.gnm1.ann1.Phvul.002G197200	11.39	5.14	54.43	17.03	13.73	5.81	12.08	22.86	29.37	9.97	7.09	6.41	16.64	20.38	26.86
phavu.G19833.gnm1.ann1.Phvul.002G197300	3.34	0.37	2.35	4.26	3.93	1.42	1.98	1.6	1.6	8.54	5.24	2.93	4.98	1.39	1.25
phavu.G19833.gnm1.ann1.Phvul.002G197400	26.07	11.9	27.13	25.73	20.21	12.14	26.35	9.32	25.2	32.54	20.75	21.23	17.16	23.48	18.98
phavu.G19833.gnm1.ann1.Phvul.002G197500	50.14	20.75	90.21	68.39	64.09	34.87	77.15	93.73	142.81	106.48	76.02	65.54	104.97	98.03	127.07
phavu.G19833.gnm1.ann1.Phvul.002G197600	30.66	10.44	27.06	32.28	25.94	15.87	22.95	13.11	16.11	32.33	35.88	22.01	47.29	28.62	37.23
phavu.G19833.gnm1.ann1.Phvul.002G197700	54.03	11.49	71.12	94.62	80.29	39.03	110.61	60	88.65	97.36	93.19	118.96	103.4	27.27	72.6
phavu.G19833.gnm1.ann1.Phvul.002G197800	4.53	0.59	21.03	34.84	145.29	8.11	29.16	77.66	320.66	10.48	18.1	23.01	5.72	66.92	31.65
phavu.G19833.gnm1.ann1.Phvul.002G197900	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G198000	0	0	0	0	0	0	0.12	0	0.17	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G198100	0.81	0.48	1.6	1.66	2.55	0.61	1.18	1.18	1.94	1.6	1.66	1.54	0.74	0.8	2.45
phavu.G19833.gnm1.ann1.Phvul.002G198200	2.25	0.67	3.05	4.02	2.1	1.01	1.39	1.31	2.19	3.44	2.92	1.45	2.2	2.6	1.65
phavu.G19833.gnm1.ann1.Phvul.002G198300	5.82	1.82	7.45	9.41	7.49	3.98	6.8	5.11	8.65	13.1	14.31	10.05	10.21	4.68	9.48
phavu.G19833.gnm1.ann1.Phvul.002G198400	0.04	0	0	0.05	0	0	0.05	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G198500	1.71	1.04	2.77	2.71	2.75	2.63	3.11	2.05	2.87	3.78	3.13	3.06	2.77	2.41	3.22
phavu.G19833.gnm1.ann1.Phvul.002G198600	370.15	194.24	468.89	383.33	619.22	180.86	754.26	307.17	711.42	499.4	303.05	338.82	287.67	221	469.26
phavu.G19833.gnm1.ann1.Phvul.002G198700	22.35	7.02	19	19.52	20.99	8.64	23.54	5.97	6.15	28.27	14.68	9.36	42.44	21.47	16.97
phavu.G19833.gnm1.ann1.Phvul.002G198800	4.32	2.19	69.93	7.38	14.04	2.75	15.21	36.88	81.33	35.16	6.66	3.58	9.92	25.12	25.93
phavu.G19833.gnm1.ann1.Phvul.002G198900	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0
phavu.G19833.gnm1.ann1.Phvul.002G199000	5.15	0.36	38.26	1.47	0.89	0.35	0.25	0.22	0.52	0.81	0.79	0.49	0.5	1.11	0.61
phavu.G19833.gnm1.ann1.Phvul.002G199100	4.63	6.61	6.56	14.1	10.86	7	7.09	8.66	22.18	13.91	1.93	1.43	9.92	6.2	19.1
phavu.G19833.gnm1.ann1.Phvul.002G199200	0.53	0.6	4.19	7.11	10.21	5.51	13.99	11.68	17.28	6.12	0.96	0.96	0.32	0.31	1.64
phavu.G19833.gnm1.ann1.Phvul.002G199300	12.07	1.73	15.54	21.02	18.57	9.43	12.44	6.51	8.12	14.85	2.98	2	21.48	15.38	14.96
phavu.G19833.gnm1.ann1.Phvul.002G199400	3.39	0.21	1.74	2.43	1.51	1.24	0.64	1.25	0.62	2.42	2.07	0.92	2.83	1.95	2.25
phavu.G19833.gnm1.ann1.Phvul.002G199500	0.07	0	0.07	0	0.12	0.21	0.08	0.14	0.11	11.52	5.65	4.52	0	0.15	0.08
phavu.G19833.gnm1.ann1.Phvul.002G199600	0	0	0	0.4	0	0	0	0	0	1.55	0.19	0	0.34	5.78	11.65
phavu.G19833.gnm1.ann1.Phvul.002G199700	0	0	0	0.07	1.43	0	0.23	0	0.21	0.08	0	0	0.08	1.27	1.41
phavu.G19833.gnm1.ann1.Phvul.002G199800	0	0	0	0.07	0	3.57	0	0	0	0	0	0	5.47	6.42	6.96
phavu.G19833.gnm1.ann1.Phvul.002G199900	0	0	0	0.13	0.87	0	0	0	0	0.15	0	0	0.14	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200000	0	0	0	0.13	2.31	0.18	0.07	0	0.09	12.64	0.19	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200100	0.07	0	0	0.42	15.16	0.2	1.28	0.13	0.59	5.71	0	0	0.07	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200200	0	0	0	0.15	0	0	0	0	0	0.16	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200300	0.34	0.06	0.28	0.29	32.09	0.82	4.31	0.53	3.72	0.24	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200400	0.19	0	0	0.93	3.73	0.38	0.34	0	0.56	2.93	0.29	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200600	0	0	0	0	0.24	2.29	0.08	0	0	0.24	0	0	2.05	0.59	1.62
phavu.G19833.gnm1.ann1.Phvul.002G200700	0	0	0	0.07	0.12	0	0	0	0	11.36	0.11	0.1	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200800	0.07	0	0	0.22	1.07	0.21	0.23	0.13	0.1	8.01	3.19	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G200900	0	0	0	0	0	0	0	0.52	0	0	0.81	0.38	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G201000	19.49	5.24	25.21	52.04	51.98	14.2	35.87	12.84	29.56	53.13	27.7	21.96	19.07	22.27	26.82
phavu.G19833.gnm1.ann1.Phvul.002G201100	43.87	4.01	34.18	104.23	53.04	39.89	24.71	4.89	9.39	153.41	35.94	26.85	41.1	18.33	23.51
phavu.G19833.gnm1.ann1.Phvul.002G201200	25.93	3.26	12.9	44.54	31.07	11.47	19.06	3.98	13.92	39.82	37.27	31.14	9.63	17.91	18.83
phavu.G19833.gnm1.ann1.Phvul.002G201300	0.11	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0.12
phavu.G19833.gnm1.ann1.Phvul.002G201400	0.07	0.12	0	0	0	0	0	0	0.1	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G201500	3.22	1.53	2.71	3.39	3.1	1.97	2.1	1.96	2.64	3.62	3.08	2.14	3.42	1.79	2.82
phavu.G19833.gnm1.ann1.Phvul.002G201600	35.22	0.82	16.15	763.19	471.47	448.28	231.2	2.76	2.61	405.83	206.67	118.26	2.12	1.53	0.54
phavu.G19833.gnm1.ann1.Phvul.002G201700	32.83	0.3	19.4	391.79	206.99	211.84	69.09	21.29	25.9	136.9	126.35	28.11	1.21	1.66	0.24
phavu.G19833.gnm1.ann1.Phvul.002G201800	22.19	4.34	43.81	56.29	108.81	77.81	363.05	239.53	295.57	148.1	72.15	64.68	8.37	13.23	16.85
phavu.G19833.gnm1.ann1.Phvul.002G201900	3.17	0.75	8.82	13.24	27.71	15.22	81.73	68.32	149.37	13.66	8.32	9.29	5.85	15.67	10.35
phavu.G19833.gnm1.ann1.Phvul.002G202000	0.05	0	0.98	0.99	1.1	0.4	0	0.05	0.04	0.53	0.16	0.11	8.02	3.3	3.8
phavu.G19833.gnm1.ann1.Phvul.002G202100	7.46	2.18	6.77	9.34	6.17	4.45	7.63	5.02	7.23	8.44	6.9	6.85	5.24	3.97	5.82
phavu.G19833.gnm1.ann1.Phvul.002G202200	0.7	1.98	78.39	4.53	10.33	4.21	7.03	11.59	64.4	8.15	2.63	1.26	0.07	2.45	3.17
phavu.G19833.gnm1.ann1.Phvul.002G202300	48.85	10.6	33.15	31.9	28.78	8.9	23.91	14.06	40.42	29.63	25.96	20.44	69.07	52.59	55.35
phavu.G19833.gnm1.ann1.Phvul.002G202400	28.02	3.02	27.58	22.15	11.45	3.97	7.85	7.2	14.41	9.67	5.19	6.3	20.54	17.6	12
phavu.G19833.gnm1.ann1.Phvul.002G202500	1.75	1.97	0.16	1.5	1.76	1.49	0.83	0.22	0.81	0	0.06	0	8.32	7.73	6.2
phavu.G19833.gnm1.ann1.Phvul.002G202600	2.55	1.39	2.42	2.97	4.13	1.29	2.32	2.15	4.89	9.09	5.94	3.92	1.82	3.83	2.99
phavu.G19833.gnm1.ann1.Phvul.002G202700	49.1	19.02	102.46	99.91	95.91	43.82	98.55	48.91	93.08	123.32	91.78	87.22	140.58	94.87	108.3
phavu.G19833.gnm1.ann1.Phvul.002G202800	2.68	0.26	1.25	2.79	1.97	1.73	1.01	1.19	0.6	1.69	1.65	0.31	1.42	1	1.53
phavu.G19833.gnm1.ann1.Phvul.002G202900	2.17	0	2.24	1.33	4.81	1.88	4.4	6.66	14.59	2.94	0.96	1.33	1.37	1.34	4.64
phavu.G19833.gnm1.ann1.Phvul.002G203000	1.03	0.25	1.7	2.43	1.42	3.12	1.95	3.49	3.13	0.81	0.64	0.39	1.36	0.45	0.88
phavu.G19833.gnm1.ann1.Phvul.002G203100	0	0	0	0.37	0	0	0.38	0.67	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G203200	0.64	0.2	0.88	1.7	1.07	0.92	1.13	1	1.52	0.47	0.2	0.38	0.52	0.37	0.73
phavu.G19833.gnm1.ann1.Phvul.002G203300	20.51	4.44	26.44	35.98	35.87	11.16	28.47	22.08	41.97	24.02	31.49	26.58	30.46	39.91	27.22
phavu.G19833.gnm1.ann1.Phvul.002G203400	17.01	3.72	16.49	19.47	17.88	11.27	12.1	12.68	17.01	27.23	30.61	15.99	24.92	11.99	23.41
phavu.G19833.gnm1.ann1.Phvul.002G203500	0	0	0.09	0	0	0	0	0	0	0	0.13	0	0	0	0.09
phavu.G19833.gnm1.ann1.Phvul.002G203600	0.06	0.05	0	0.06	0.78	0	0	0	0.09	17.34	113.78	116.09	0	0.06	0
phavu.G19833.gnm1.ann1.Phvul.002G203700	124.17	2042.98	115.85	57.92	542.82	2261.3	158.86	2276.54	266.74	92.31	71.86	102.89	9.23	7.65	3.23
phavu.G19833.gnm1.ann1.Phvul.002G203800	2022.89	46782.97	2146.18	1146.2	8658.97	64924.41	2778.5	62944.96	4137.36	1686.62	1509.53	1863.57	139.61	81.9	54.2
phavu.G19833.gnm1.ann1.Phvul.002G203900	11.2	2.12	18.83	20.35	18.84	12.43	16.28	18.94	23.39	11.48	4.6	5.85	13.85	21.87	14.22
phavu.G19833.gnm1.ann1.Phvul.002G204000	2.79	1.04	5.08	5.98	4.78	2.82	5.44	5.37	7.2	4.06	2.48	1.74	4.17	5.4	5.06
phavu.G19833.gnm1.ann1.Phvul.002G204100	13.29	5.19	20.47	23.24	30.09	9.99	23.43	17.36	22.73	38.73	29.34	28.84	21.81	18.54	34.06
phavu.G19833.gnm1.ann1.Phvul.002G204200	6.5	4.39	18.55	14.59	13.02	3.55	10.93	5.2	7.11	39.86	28.59	44.82	23.03	36.91	13.78
phavu.G19833.gnm1.ann1.Phvul.002G204300	1.95	1.09	1.53	3.9	3.23	2.61	2.34	2.2	2.95	2.93	1.91	1.32	2.1	2.27	2.74
phavu.G19833.gnm1.ann1.Phvul.002G204400	0.97	0.75	0.61	1.08	0.58	0.13	1.05	0.66	0.83	0.2	0.45	0.3	0.37	1.59	2.79
phavu.G19833.gnm1.ann1.Phvul.002G204500	0	0.04	1.67	0.05	0.23	0	0.05	0	0.07	0.05	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G204600	0.15	0.06	0.04	0.33	2.14	0.04	0.06	0	0.02	0.02	0.06	0.02	0.69	3.38	5.95
phavu.G19833.gnm1.ann1.Phvul.002G204700	0	0	0	0.05	21.81	0.14	0	0	0	1.13	0.14	0.06	0.05	0.39	0.53
phavu.G19833.gnm1.ann1.Phvul.002G204800	0.46	0	0.16	0.49	0	0.93	0	0.3	0	0	1.19	0	0.17	1	8.24
phavu.G19833.gnm1.ann1.Phvul.002G204900	1.8	0.49	0.36	11.78	33.19	0.12	0.21	0.15	0.65	0.09	0.06	0.11	1.17	1.56	0.8
phavu.G19833.gnm1.ann1.Phvul.002G205000	0.59	0	0.31	0.74	0.34	0.6	0	1.55	0.45	0.35	0.61	0.56	0.44	2.24	13.33
phavu.G19833.gnm1.ann1.Phvul.002G205100	0.91	0.41	0.12	1.46	0.2	0.34	0	0	0	0.27	2.8	1.29	2.88	4.04	60.71
phavu.G19833.gnm1.ann1.Phvul.002G205200	0.12	0	0.12	2.32	0	0.73	0.26	0	0.73	0	1.12	1.2	5.19	8.59	71.42
phavu.G19833.gnm1.ann1.Phvul.002G205300	0	0	0	0.3	0	0	0	0	0	0	0	0	0.61	0.9	8.9
phavu.G19833.gnm1.ann1.Phvul.002G205400	115.72	26.68	119.51	164.6	117.71	68.39	97.17	63.61	88.13	187.83	199.61	118.51	178.76	102.63	127.87
phavu.G19833.gnm1.ann1.Phvul.002G205500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G205600	11.75	0.95	9.09	27.44	15.09	6.2	6.32	3.25	3.54	28.78	19.34	10.76	24.38	7.66	12.31
phavu.G19833.gnm1.ann1.Phvul.002G205700	0	0	0	0	0	0	0	0	0	5.13	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G205800	3.16	0.96	4.17	5.4	4.75	4.04	3.11	5.04	5.2	8.98	6.41	3.87	4.41	2.86	4.02
phavu.G19833.gnm1.ann1.Phvul.002G205900	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G206000	0.08	0.04	0.21	0.18	0.57	0.37	0.13	0.16	0.19	0.24	0	0.06	0.91	2.22	0.4
phavu.G19833.gnm1.ann1.Phvul.002G206100	275.21	29.85	197.36	296.15	160.85	158.41	170.79	83.22	117.72	341.89	576.96	282.35	630.13	176.69	350.9
phavu.G19833.gnm1.ann1.Phvul.002G206200	5.98	0.73	3.36	7.37	4.79	2.47	3.26	1.86	3.04	5.99	5.81	3.48	5.61	1.43	4.39
phavu.G19833.gnm1.ann1.Phvul.002G206300	2.64	0.5	12.93	0.51	3.03	0.48	0.96	0.16	0	1.23	0.12	0.11	1.67	8.54	2.82
phavu.G19833.gnm1.ann1.Phvul.002G206400	27.74	8.6	16.95	36.83	22.35	7.49	7.81	2.61	3.43	5.91	9.59	8.98	12.76	4.78	6.7
phavu.G19833.gnm1.ann1.Phvul.002G206500	44.88	39.17	11.23	9.41	18.36	5.9	18.44	7.91	18.43	5.16	8.77	10.1	2.58	3.7	4.99
phavu.G19833.gnm1.ann1.Phvul.002G206600	1.83	0.14	4.1	2.98	1.71	0.48	6	2.8	5.26	2.31	1.9	4.26	2.28	19.65	2.43
phavu.G19833.gnm1.ann1.Phvul.002G206700	373.3	530.8	561.4	634.46	742.56	424.36	921.66	462.78	731.13	522.08	309.28	325.38	251.61	321.6	594.46
phavu.G19833.gnm1.ann1.Phvul.002G206800	4.84	1.14	5.37	15.09	13.77	24.87	9.33	1.67	0.31	337.05	84.87	56.94	21.59	4.18	31.15
phavu.G19833.gnm1.ann1.Phvul.002G206900	1.72	1.63	10.39	2.02	3.29	4	12.68	8.58	17.85	11.27	1.4	1.01	0.3	3.53	7.75
phavu.G19833.gnm1.ann1.Phvul.002G207000	0.56	0.04	0.98	0.89	1.88	1.38	1.97	3.09	8.84	1.22	0.73	0.4	0.15	1.73	0.55
phavu.G19833.gnm1.ann1.Phvul.002G207100	2.1	1.77	5.31	3.29	3.49	1.28	3.13	2.3	4.89	3.4	2.13	1.92	2.25	3.95	4.63
phavu.G19833.gnm1.ann1.Phvul.002G207200	0	0.08	0.14	0.43	0.91	0.13	0.1	0	0	0.84	0.14	0.25	11.16	5.01	4.11
phavu.G19833.gnm1.ann1.Phvul.002G207300	54.8	0	58.76	98.67	0.78	1.38	0.66	2.67	26.47	0.36	2.57	0	58.73	83.34	19.95
phavu.G19833.gnm1.ann1.Phvul.002G207400	20.77	12.53	118.91	33.46	61.32	47.89	34.07	51.3	77.87	213.86	271.52	153.5	79.07	38.99	62.9
phavu.G19833.gnm1.ann1.Phvul.002G207500	1276.87	1948.86	206.23	306.3	610.3	307.57	925.4	90.07	196.13	86.71	73.32	42.8	2.34	0.34	0.34
phavu.G19833.gnm1.ann1.Phvul.002G207600	0.39	0.41	0.29	1.21	5.73	1.07	0.89	0.83	2.69	0.75	0.6	0.3	0.35	0.15	0.26
phavu.G19833.gnm1.ann1.Phvul.002G207700	164.37	43.02	186.98	226.93	202.75	68.8	236.49	223.12	460.1	181.15	133.72	170.49	201.55	127.17	130.88
phavu.G19833.gnm1.ann1.Phvul.002G207800	12.25	3.75	8.46	15.5	17.57	11.55	15.66	6.67	9.53	17.29	5.94	5.13	13.22	5.1	12.04
phavu.G19833.gnm1.ann1.Phvul.002G207900	9.11	3.2	15.3	12.99	11.7	6.97	10.09	11.29	13.72	14.05	11.79	9.2	20.37	21.06	21.74
phavu.G19833.gnm1.ann1.Phvul.002G208000	13.86	2.39	15.9	30.71	20	11.05	10.43	10.16	16.71	20.11	18.54	14.4	25.93	14.4	25.82
phavu.G19833.gnm1.ann1.Phvul.002G208100	0.83	0.25	3.85	2.38	3.59	1.65	4.34	2.45	1.8	10.37	18.94	14.88	0.76	0.95	1.42
phavu.G19833.gnm1.ann1.Phvul.002G208200	15.55	4.98	10.64	17.65	12.21	10.08	10.6	6.15	7.24	22.28	26.46	17.48	22.35	9.16	17.17
phavu.G19833.gnm1.ann1.Phvul.002G208300	5.96	1.4	9.69	10.77	10.82	5.73	9.18	7.2	13.92	10.41	10.06	11.32	10.27	7.91	9
phavu.G19833.gnm1.ann1.Phvul.002G208400	48.82	20.14	55.83	75.93	77.32	21.04	86.01	54.77	120.15	108.28	81.65	87.32	63.27	59.96	120.33
phavu.G19833.gnm1.ann1.Phvul.002G208500	3.59	0.5	4.46	3.15	3.96	0.28	2.71	0.36	0.28	2.94	1.28	1.31	2.03	4.47	5.71
phavu.G19833.gnm1.ann1.Phvul.002G208600	60.99	13.11	54.33	118.99	73.35	45.25	54.45	30.37	57.65	111.41	83.54	68.33	118.39	50.09	60.34
phavu.G19833.gnm1.ann1.Phvul.002G208700	3.71	1.66	4.85	5.39	5.54	2.71	5.33	2.81	3.75	5.9	4.22	5.12	4.27	2.51	5.42
phavu.G19833.gnm1.ann1.Phvul.002G208800	2.01	1.08	0.64	1.14	1.3	1.09	0.92	0.52	0.75	0.79	0.47	0.35	0.82	0.42	0.58
phavu.G19833.gnm1.ann1.Phvul.002G208900	1.87	1.17	2.51	2.27	1.5	1.51	1.97	4.02	2.84	1.55	1.35	1.6	1.93	1.28	2.07
phavu.G19833.gnm1.ann1.Phvul.002G209000	2.41	1.55	3.9	3.32	4.75	1.04	4.14	3.36	8.89	2.04	1.06	1.47	1.14	1.86	2.58
phavu.G19833.gnm1.ann1.Phvul.002G209100	20.23	27.04	4.43	3.82	18.55	1.91	11.07	5.46	13.8	1.37	1.51	0.3	0.5	2.23	0.52
phavu.G19833.gnm1.ann1.Phvul.002G209200	30.48	8.97	93.52	22.53	29.03	3.84	14.18	21.09	80.11	10.1	2.98	1.52	91.53	393.16	139.39
phavu.G19833.gnm1.ann1.Phvul.002G209300	15.15	3.57	27.27	23.72	16.57	7.82	15.07	15.14	20.1	22.71	13.25	13.11	28.37	41.59	25.84
phavu.G19833.gnm1.ann1.Phvul.002G209400	0.14	0	0	0.3	0	0.86	0.15	0.83	1.29	0	0.22	0	7.04	30.93	24.12
phavu.G19833.gnm1.ann1.Phvul.002G209500	0.25	0.34	0.39	2.16	0.87	1.15	0.41	7.65	3.45	0.45	0.2	0	15.06	45.17	54.89
phavu.G19833.gnm1.ann1.Phvul.002G209600	0.86	0.3	1.22	0.77	1.02	0.33	0.6	0.73	1.43	1.56	20.67	30.97	1.28	5	3.14
phavu.G19833.gnm1.ann1.Phvul.002G209700	5.57	2.9	5.95	7.31	7.61	2.79	5.05	9.2	18.92	5.39	5.02	5.01	7.32	15.89	13.24
phavu.G19833.gnm1.ann1.Phvul.002G209800	0.81	0.28	0.93	1.21	0.76	0.59	0.98	1.29	1.61	1.3	1.2	0.78	0.56	0.85	1.07
phavu.G19833.gnm1.ann1.Phvul.002G209900	0.05	0.08	0.01	0.01	0.02	0.04	0.03	0	0	0.02	0	0	0	0.06	0
phavu.G19833.gnm1.ann1.Phvul.002G210000	0.66	3.52	22.52	0.59	0.48	0.84	0.18	0.22	0.67	0	0.17	0.08	0.12	2.15	8.91
phavu.G19833.gnm1.ann1.Phvul.002G210100	0.51	0.05	0.5	0.39	0.49	0.52	0	0.17	0.17	0.03	0	0	0.09	0.09	0.48
phavu.G19833.gnm1.ann1.Phvul.002G210200	904.21	7.24	1543.62	814	101.47	55.58	138.85	134.21	500.56	68.64	50.45	57.2	293.51	2995.03	475.39
phavu.G19833.gnm1.ann1.Phvul.002G210300	2.27	0.5	2.38	4.4	0.92	1.19	1.22	0.08	0.19	0.61	0.19	0.06	1.46	1.23	0.38
phavu.G19833.gnm1.ann1.Phvul.002G210400	8.67	3.68	2.89	10.84	5.59	2.4	1.24	0.19	0.09	0.07	0.09	0.03	2.47	148.97	4.78
phavu.G19833.gnm1.ann1.Phvul.002G210500	28.89	8.27	6.3	15.29	11.47	9.4	1.34	0.06	0.3	0	0	0.04	0.16	4.82	0.15
phavu.G19833.gnm1.ann1.Phvul.002G210600	0.04	0	0.04	0	0.98	0.11	0.33	0.29	0.17	0	0.23	0.05	0.08	0	0.04
phavu.G19833.gnm1.ann1.Phvul.002G210700	0.02	0	0.07	0.02	0.04	0.51	0	0.29	0.32	0.05	0.29	0.21	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G210800	0	0	0	0.02	0.06	0	0	0	0	0	0	0	0	0.04	0
phavu.G19833.gnm1.ann1.Phvul.002G210900	36.96	11.93	16.94	23.42	19.22	17.77	18.27	10.45	15.2	26.85	16.66	10.78	11.67	7.79	14.98
phavu.G19833.gnm1.ann1.Phvul.002G211000	96.23	10.45	99.53	135.85	80	94.33	168.36	5.39	6.75	207.57	38.79	32.37	42.12	50.82	69.19
phavu.G19833.gnm1.ann1.Phvul.002G211100	1.14	0.72	4.61	1.29	1.38	1.42	0.36	25.97	32.24	0.71	1.34	0.38	0.22	5.91	20
phavu.G19833.gnm1.ann1.Phvul.002G211200	4.93	2.86	28.9	10.29	7.46	3.81	4.82	13.33	20.2	4.74	6.43	4.87	3.98	14.43	14.98
phavu.G19833.gnm1.ann1.Phvul.002G211300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.002G211400	0.59	0.62	14.84	3.38	2.1	1.69	2.08	2.96	3.09	2.57	1.27	1.17	0.8	1.21	3.31
phavu.G19833.gnm1.ann1.Phvul.002G211500	1.91	1.56	1.23	0.99	1.41	1.65	0.36	1.81	5.62	1.68	4.96	3.65	0	1.12	4.31
phavu.G19833.gnm1.ann1.Phvul.002G211600	25.36	0.72	33.16	14.66	8.45	1.04	1.37	4.01	33.61	2.16	2.64	2.93	27.83	131.84	76.65
phavu.G19833.gnm1.ann1.Phvul.002G211700	9.91	7.36	8.77	13.74	16.18	7.38	12.69	8.25	8.37	20.83	19.27	13.95	16.49	32.06	26.18
phavu.G19833.gnm1.ann1.Phvul.002G211800	342.63	505.46	89.88	857.35	756.73	105.24	1134.89	5.65	5.65	163.05	0	2.95	0.91	0.45	0
phavu.G19833.gnm1.ann1.Phvul.002G211900	137.39	0.8	1.65	245.56	35.56	42.62	2.33	1.39	0.81	4.22	1.92	0	0.39	253.11	298.33
phavu.G19833.gnm1.ann1.Phvul.002G212000	3.62	0	0	5.16	0.42	0	0.26	0	0	0.29	0.37	0	3.19	0.26	0
phavu.G19833.gnm1.ann1.Phvul.002G212100	370.03	164.63	1.26	559.4	330.19	498.94	9.17	0	0.8	1.04	0	0.75	0.58	0.76	0.19
phavu.G19833.gnm1.ann1.Phvul.002G212200	490.31	1646.67	0.46	45.81	89.16	25.81	0.37	1.75	12.93	3.19	0.17	3.2	0.49	0.73	0.6
phavu.G19833.gnm1.ann1.Phvul.002G212300	27.02	19.5	50.29	80.21	86.58	38.68	101.66	61.65	112.6	150.62	70.17	74.59	51.89	33.57	75.36
phavu.G19833.gnm1.ann1.Phvul.002G212400	0.86	0.96	0.06	1.83	1.11	0.32	0	0.1	0	0.13	0	0.08	2.13	3.93	4.93
phavu.G19833.gnm1.ann1.Phvul.002G212500	0.26	0.66	0	0.51	0.14	0.05	0	0	0	0.02	0.08	0	0.61	1.47	1.89
phavu.G19833.gnm1.ann1.Phvul.002G212600	0.13	0.11	0.11	0.05	2.27	0.04	0.02	0.09	0	0.09	0.05	0.08	0.26	0.08	0.21
phavu.G19833.gnm1.ann1.Phvul.002G212700	8.11	6.77	6.62	13.36	13.32	7.06	12.51	8.92	14.28	18.32	12.51	12.23	5.96	5.03	8.57
phavu.G19833.gnm1.ann1.Phvul.002G212800	0.68	0.73	0.21	0.43	1.05	0	0.52	0.79	0.51	0.88	0.73	0.77	0.15	0.58	0.79
phavu.G19833.gnm1.ann1.Phvul.002G212900	72.71	68.87	10.77	11.19	26.54	8.23	31.2	12.46	23.75	8.53	4.28	2.27	1.82	1.47	1.58
